日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,3.88,4.19,4.23,3.85,294592,118777776.0,9.82,8.27,0.32,2.34
2020-01-03,4.15,4.11,4.15,4.0,246325,100284528.0,3.58,-1.91,-0.08,1.96
2020-01-06,4.0,3.7,4.02,3.7,1126878,420795168.0,7.79,-9.98,-0.41,8.96
2020-01-07,3.6,3.65,3.66,3.53,375328,135681626.0,3.51,-1.35,-0.05,2.99
2020-01-08,3.62,3.6,3.64,3.59,207977,75059654.0,1.37,-1.37,-0.05,1.65
2020-01-09,3.6,3.61,3.63,3.59,165734,59834005.0,1.11,0.28,0.01,1.32
2020-01-10,3.62,3.59,3.63,3.58,148805,53602375.0,1.39,-0.55,-0.02,1.18
2020-01-13,3.58,3.57,3.59,3.53,132825,47229921.0,1.67,-0.56,-0.02,1.06
2020-01-14,3.58,3.6,3.63,3.56,134513,48336080.0,1.96,0.84,0.03,1.07
2020-01-15,3.59,3.57,3.6,3.55,85854,30633106.0,1.39,-0.83,-0.03,0.68
2020-01-16,3.57,3.52,3.58,3.52,93329,33090173.0,1.68,-1.4,-0.05,0.74
2020-01-17,3.52,3.54,3.56,3.52,50686,17929915.0,1.14,0.57,0.02,0.4
2020-01-20,3.53,3.55,3.55,3.53,68545,24257282.0,0.56,0.28,0.01,0.55
2020-01-21,3.56,3.5,3.56,3.5,65236,23025837.0,1.69,-1.41,-0.05,0.52
2020-01-22,3.51,3.51,3.54,3.49,69876,24564835.0,1.43,0.29,0.01,0.56
2020-01-23,3.52,3.57,3.68,3.5,204349,73295901.0,5.13,1.71,0.06,1.63
2020-02-03,3.46,3.21,3.46,3.21,315295,103948005.0,7.0,-10.08,-0.36,2.51
2020-02-04,3.05,3.26,3.3,3.02,215675,69203730.0,8.72,1.56,0.05,1.72
2020-02-05,3.31,3.59,3.59,3.28,416016,146135362.0,9.51,10.12,0.33,3.31
2020-02-06,3.88,3.95,3.95,3.73,467627,181603561.0,6.13,10.03,0.36,3.72
2020-02-07,4.35,4.35,4.35,4.16,684142,296101472.0,4.81,10.13,0.4,5.44
2020-02-10,4.79,4.45,4.79,4.2,1436244,660885584.0,13.56,2.3,0.1,11.43
2020-02-11,4.2,4.01,4.23,4.01,819934,331329216.0,4.94,-9.89,-0.44,6.52
2020-02-12,3.9,3.96,4.01,3.82,492278,192949657.0,4.74,-1.25,-0.05,3.92
2020-02-13,3.96,3.98,4.08,3.86,464399,183725480.0,5.56,0.51,0.02,3.69
2020-02-14,3.91,3.8,3.93,3.76,384025,147328828.0,4.27,-4.52,-0.18,3.05
2020-02-17,3.77,3.82,3.86,3.73,289457,110367179.0,3.42,0.53,0.02,2.3
2020-02-18,3.8,3.97,4.06,3.77,487223,191108702.0,7.59,3.93,0.15,3.88
2020-02-19,3.91,3.88,3.93,3.83,324438,125521013.0,2.52,-2.27,-0.09,2.58
2020-02-20,3.88,3.84,3.91,3.8,229048,88001547.0,2.84,-1.03,-0.04,1.82
2020-02-21,3.87,3.85,3.92,3.84,282895,109657673.0,2.08,0.26,0.01,2.25
2020-02-24,3.91,4.19,4.19,3.91,707972,288901360.0,7.27,8.83,0.34,5.63
2020-02-25,4.19,4.38,4.53,4.15,910559,397264480.0,9.07,4.53,0.19,7.24
2020-02-26,4.38,4.13,4.38,4.07,671448,280876288.0,7.08,-5.71,-0.25,5.34
2020-02-27,4.13,4.01,4.18,3.96,418371,169046152.0,5.33,-2.91,-0.12,3.33
2020-02-28,4.01,4.41,4.41,4.01,1070234,457988608.0,9.98,9.98,0.4,8.51
2020-03-02,4.55,4.47,4.75,4.27,1148197,519227824.0,10.88,1.36,0.06,9.13
2020-03-03,4.31,4.43,4.64,4.18,903029,395885840.0,10.29,-0.89,-0.04,7.18
2020-03-04,4.36,4.33,4.54,4.27,548775,239994568.0,6.09,-2.26,-0.1,4.37
2020-03-05,4.34,4.32,4.41,4.21,542209,232844381.0,4.62,-0.23,-0.01,4.31
2020-03-06,4.35,4.75,4.75,4.33,1326278,614839968.0,9.72,9.95,0.43,10.55
2020-03-09,4.76,5.23,5.23,4.58,1799491,898612960.0,13.68,10.11,0.48,14.31
2020-03-10,4.9,4.84,5.41,4.71,1533366,756822480.0,13.38,-7.46,-0.39,12.2
2020-03-11,4.65,4.87,5.02,4.51,1021991,484252672.0,10.54,0.62,0.03,8.13
2020-03-12,4.83,4.56,5.06,4.49,732617,345855088.0,11.7,-6.37,-0.31,5.83
2020-03-13,4.21,4.14,4.32,4.1,765816,320891008.0,4.82,-9.21,-0.42,6.09
2020-03-16,4.23,4.19,4.39,4.13,626523,267460815.0,6.28,1.21,0.05,4.98
2020-03-17,4.12,3.93,4.18,3.78,544488,213390303.0,9.55,-6.21,-0.26,4.33
2020-03-18,3.96,3.79,3.99,3.78,417771,162901598.0,5.34,-3.56,-0.14,3.32
2020-03-19,3.7,3.64,3.76,3.51,443091,160651946.0,6.6,-3.96,-0.15,3.52
2020-03-20,3.66,3.67,3.73,3.58,266093,97410618.0,4.12,0.82,0.03,2.12
2020-03-23,3.64,3.39,3.67,3.35,310168,109044497.0,8.72,-7.63,-0.28,2.47
2020-03-24,3.45,3.38,3.48,3.27,278844,94090976.0,6.19,-0.29,-0.01,2.22
2020-03-25,3.45,3.56,3.59,3.4,345449,120509250.0,5.62,5.33,0.18,2.75
2020-03-26,3.56,3.57,3.68,3.47,329139,116787297.0,5.9,0.28,0.01,2.62
2020-03-27,3.6,3.57,3.66,3.56,275178,99193759.0,2.8,0.0,0.0,2.19
2020-03-30,3.56,3.64,3.73,3.52,313816,114083234.0,5.88,1.96,0.07,2.5
