日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,7.49,7.51,7.6,7.48,56448,42518401.0,1.61,0.54,0.04,1.06
2020-01-03,7.5,7.59,7.64,7.5,70386,53347931.0,1.86,1.07,0.08,1.33
2020-01-06,7.59,7.8,7.92,7.5,130909,101440912.0,5.53,2.77,0.21,2.47
2020-01-07,7.75,7.84,7.91,7.73,80056,62582663.0,2.31,0.51,0.04,1.51
2020-01-08,7.83,7.8,8.06,7.76,129522,102388130.0,3.83,-0.51,-0.04,2.44
2020-01-09,7.94,7.98,7.99,7.76,104919,82605294.0,2.95,2.31,0.18,1.98
2020-01-10,8.07,8.33,8.35,7.99,204293,166684031.0,4.51,4.39,0.35,3.85
2020-01-13,7.51,7.55,7.72,7.5,356713,269135888.0,2.64,-9.36,-0.78,6.72
2020-01-14,7.5,7.43,7.55,7.43,164425,123098591.0,1.59,-1.59,-0.12,3.1
2020-01-15,7.4,7.39,7.44,7.31,91504,67409723.0,1.75,-0.54,-0.04,1.72
2020-01-16,7.4,7.34,7.41,7.32,48326,35550690.0,1.22,-0.68,-0.05,0.91
2020-01-17,7.33,7.31,7.37,7.28,48651,35638914.0,1.23,-0.41,-0.03,0.92
2020-01-20,7.3,7.34,7.35,7.24,43546,31770050.0,1.5,0.41,0.03,0.82
2020-01-21,7.35,7.26,7.35,7.25,41254,30019493.0,1.36,-1.09,-0.08,0.78
2020-01-22,7.24,7.18,7.24,7.09,60223,43102086.0,2.07,-1.1,-0.08,1.13
2020-01-23,7.14,6.91,7.17,6.89,71375,50011708.0,3.9,-3.76,-0.27,1.34
2020-02-03,6.22,6.22,6.22,6.22,18250,11351500.0,0.0,-9.99,-0.69,0.34
2020-02-04,5.67,6.0,6.08,5.67,89333,53180779.0,6.59,-3.54,-0.22,1.68
2020-02-05,6.02,6.1,6.23,6.02,53661,32838144.0,3.5,1.67,0.1,1.01
2020-02-06,6.15,6.17,6.17,6.07,50468,30922415.0,1.64,1.15,0.07,0.95
2020-02-07,6.13,6.34,6.45,6.1,68491,42859106.0,5.67,2.76,0.17,1.29
2020-02-10,6.21,6.38,6.43,6.19,46546,29525818.0,3.79,0.63,0.04,0.88
2020-02-11,6.38,6.44,6.45,6.36,46303,29710717.0,1.41,0.94,0.06,0.87
2020-02-12,6.42,6.47,6.49,6.4,34653,22352378.0,1.4,0.47,0.03,0.65
2020-02-13,6.5,6.36,6.5,6.33,45940,29436637.0,2.63,-1.7,-0.11,0.87
2020-02-14,6.38,6.32,6.38,6.31,25227,15990537.0,1.1,-0.63,-0.04,0.48
2020-02-17,6.39,6.51,6.53,6.36,49985,32322363.0,2.69,3.01,0.19,0.94
2020-02-18,6.51,6.59,6.63,6.49,48906,32137795.0,2.15,1.23,0.08,0.92
2020-02-19,6.6,6.54,6.65,6.53,40268,26558501.0,1.82,-0.76,-0.05,0.76
2020-02-20,6.56,6.71,6.72,6.52,62115,41272314.0,3.06,2.6,0.17,1.17
2020-02-21,6.67,6.7,6.78,6.66,62473,41939824.0,1.79,-0.15,-0.01,1.18
2020-02-24,6.7,6.66,6.7,6.54,65578,43358556.0,2.39,-0.6,-0.04,1.23
2020-02-25,6.54,6.5,6.56,6.2,87082,55969380.0,5.41,-2.4,-0.16,1.64
2020-02-26,6.46,6.52,6.63,6.37,81820,53514687.0,4.0,0.31,0.02,1.54
2020-02-27,6.54,6.57,6.65,6.47,74378,48943970.0,2.76,0.77,0.05,1.4
2020-02-28,6.49,6.38,6.54,6.31,70310,45274980.0,3.5,-2.89,-0.19,1.32
2020-03-02,6.4,6.66,6.75,6.4,87909,58149606.0,5.49,4.39,0.28,1.66
2020-03-03,6.74,6.87,7.1,6.59,156232,107096368.0,7.66,3.15,0.21,2.94
2020-03-04,6.71,6.86,6.93,6.66,94869,64349838.0,3.93,-0.15,-0.01,1.79
2020-03-05,6.91,6.91,6.98,6.83,95158,65678981.0,2.19,0.73,0.05,1.79
2020-03-06,6.87,6.86,6.91,6.81,52831,36204701.0,1.45,-0.72,-0.05,0.99
2020-03-09,6.69,6.75,6.94,6.69,65441,44629769.0,3.64,-1.6,-0.11,1.23
2020-03-10,6.65,6.76,6.8,6.48,68323,45549357.0,4.74,0.15,0.01,1.29
2020-03-11,6.8,7.06,7.08,6.76,172946,120532397.0,4.73,4.44,0.3,3.26
2020-03-12,6.93,6.83,6.95,6.79,90812,62274371.0,2.27,-3.26,-0.23,1.71
2020-03-13,6.44,6.73,6.84,6.41,68742,45723818.0,6.3,-1.46,-0.1,1.29
2020-03-16,6.81,6.45,6.86,6.39,72570,48188302.0,6.98,-4.16,-0.28,1.37
2020-03-17,6.53,6.28,6.56,6.11,70065,44299851.0,6.98,-2.64,-0.17,1.32
2020-03-18,6.3,6.22,6.4,6.18,52904,33388218.0,3.5,-0.96,-0.06,1.0
2020-03-19,6.21,6.22,6.25,6.04,55026,33829664.0,3.38,0.0,0.0,1.04
2020-03-20,6.24,6.28,6.38,6.15,60707,37798599.0,3.7,0.96,0.06,1.14
2020-03-23,6.14,6.01,6.18,5.99,50894,30910133.0,3.03,-4.3,-0.27,0.96
2020-03-24,6.09,6.05,6.12,5.88,47576,28637453.0,3.99,0.67,0.04,0.9
2020-03-25,6.16,6.23,6.25,6.09,65710,40505105.0,2.64,2.98,0.18,1.24
2020-03-26,6.19,6.11,6.22,6.1,38956,23987337.0,1.93,-1.93,-0.12,0.73
2020-03-27,6.18,6.09,6.18,6.09,29061,17831272.0,1.47,-0.33,-0.02,0.55
2020-03-30,6.08,5.96,6.08,5.9,33734,20090485.0,2.96,-2.13,-0.13,0.64
2020-03-31,6.0,6.04,6.08,5.99,31894,19217274.0,1.51,1.34,0.08,0.6
2020-04-01,6.04,5.96,6.04,5.93,25545,15302409.0,1.82,-1.32,-0.08,0.48
2020-04-02,5.96,6.0,6.0,5.91,24793,14772224.0,1.51,0.67,0.04,0.47
2020-04-03,5.99,6.0,6.02,5.96,22559,13494558.0,1.0,0.0,0.0,0.42
2020-04-07,6.04,6.09,6.11,6.04,33280,20241293.0,1.17,1.5,0.09,0.63
2020-04-08,6.07,6.11,6.13,6.07,30160,18415680.0,0.99,0.33,0.02,0.57
2020-04-09,6.12,6.13,6.21,6.1,39745,24410251.0,1.8,0.33,0.02,0.75
2020-04-10,6.13,6.08,6.15,5.99,44479,27008628.0,2.61,-0.82,-0.05,0.84
2020-04-13,6.05,5.99,6.07,5.98,21108,12692628.0,1.48,-1.48,-0.09,0.4
2020-04-14,5.99,6.06,6.07,5.99,17516,10577118.0,1.34,1.17,0.07,0.33
2020-04-15,6.06,6.04,6.1,6.0,36373,22018863.0,1.65,-0.33,-0.02,0.68
2020-04-16,6.0,6.0,6.03,5.95,17970,10768983.0,1.32,-0.66,-0.04,0.34
2020-04-17,6.03,6.11,6.29,5.99,78225,47955296.0,5.0,1.83,0.11,1.47
2020-04-20,6.07,6.06,6.09,5.99,48125,29104304.0,1.64,-0.82,-0.05,0.91
2020-04-21,6.05,6.03,6.12,6.0,31623,19119515.0,1.98,-0.5,-0.03,0.6
2020-04-22,6.01,6.05,6.06,6.0,27517,16598141.0,1.0,0.33,0.02,0.52
2020-04-23,6.07,6.06,6.12,6.02,34546,20975492.0,1.65,0.17,0.01,0.65
2020-04-24,6.05,5.97,6.06,5.97,28517,17122005.0,1.49,-1.49,-0.09,0.54
2020-04-27,5.92,5.94,6.0,5.91,20315,12100593.0,1.51,-0.5,-0.03,0.38
2020-04-28,5.94,5.84,5.96,5.71,26969,15741406.0,4.21,-1.68,-0.1,0.51
2020-04-29,5.85,5.84,5.9,5.82,13587,7956753.0,1.37,0.0,0.0,0.26
2020-04-30,5.86,5.92,5.93,5.85,22359,13195541.0,1.37,1.37,0.08,0.42
2020-05-06,5.88,6.0,6.0,5.85,23194,13775608.0,2.53,1.35,0.08,0.44
2020-05-07,5.98,5.93,6.0,5.93,19430,11585112.0,1.17,-1.17,-0.07,0.37
2020-05-08,5.94,6.0,6.03,5.94,23024,13795389.0,1.52,1.18,0.07,0.43
2020-05-11,5.99,5.97,6.01,5.94,24573,14676082.0,1.17,-0.5,-0.03,0.46
2020-05-12,5.96,5.91,5.98,5.87,20921,12372821.0,1.84,-1.01,-0.06,0.39
2020-05-13,5.88,5.91,5.93,5.87,14674,8644320.0,1.02,0.0,0.0,0.28
2020-05-14,5.88,5.86,5.9,5.85,15356,9018454.0,0.85,-0.85,-0.05,0.29
2020-05-15,5.85,5.89,5.92,5.85,19784,11654824.0,1.19,0.51,0.03,0.37
2020-05-18,5.89,5.86,5.9,5.84,22104,12978219.0,1.02,-0.51,-0.03,0.42
2020-05-19,5.9,5.9,5.94,5.87,18348,10809352.0,1.19,0.68,0.04,0.35
2020-05-20,5.89,5.86,5.93,5.85,21140,12430493.0,1.36,-0.68,-0.04,0.4
2020-05-21,5.86,5.84,5.91,5.81,19575,11459351.0,1.71,-0.34,-0.02,0.37
2020-05-22,5.83,5.76,5.84,5.73,22501,13025591.0,1.88,-1.37,-0.08,0.42
2020-05-25,5.75,5.78,5.81,5.74,16130,9316159.0,1.22,0.35,0.02,0.3
2020-05-26,5.8,5.92,5.96,5.78,31275,18390461.0,3.11,2.42,0.14,0.59
2020-05-27,5.9,5.9,5.93,5.82,28313,16595415.0,1.86,-0.34,-0.02,0.53
2020-05-28,5.87,5.87,5.89,5.81,22118,12944423.0,1.36,-0.51,-0.03,0.42
2020-05-29,5.88,6.05,6.06,5.86,71319,42686893.0,3.41,3.07,0.18,1.34
2020-06-01,6.08,6.66,6.66,5.98,281355,184513814.0,11.24,10.08,0.61,5.3
2020-06-02,6.79,6.62,6.98,6.57,309681,208723894.0,6.16,-0.6,-0.04,5.83
2020-06-03,6.47,6.45,6.58,6.3,193506,124303740.0,4.23,-2.57,-0.17,3.64
2020-06-04,6.38,6.29,6.65,6.22,143834,91750179.0,6.67,-2.48,-0.16,2.71
2020-06-05,6.23,6.29,6.3,6.2,75445,47101441.0,1.59,0.0,0.0,1.42
2020-06-08,6.29,6.23,6.34,6.23,50726,31872970.0,1.75,-0.95,-0.06,0.96
2020-06-09,6.23,6.2,6.26,6.14,51552,31886466.0,1.93,-0.48,-0.03,0.97
2020-06-10,6.25,6.24,6.39,6.23,63278,39871909.0,2.58,0.65,0.04,1.19
2020-06-11,6.19,6.39,6.5,6.12,110663,69957407.0,6.09,2.4,0.15,2.08
2020-06-12,6.25,6.54,6.82,6.1,211777,137932738.0,11.27,2.35,0.15,3.99
2020-06-15,6.47,6.44,6.74,6.3,162594,105472965.0,6.73,-1.53,-0.1,3.06
2020-06-16,6.46,6.48,6.56,6.31,124071,79995346.0,3.88,0.62,0.04,2.34
2020-06-17,6.4,6.33,6.44,6.3,84438,53604886.0,2.16,-2.31,-0.15,1.59
2020-06-18,6.31,6.29,6.36,6.25,45602,28735047.0,1.74,-0.63,-0.04,0.86
2020-06-19,6.32,6.43,6.54,6.29,109743,70602078.0,3.97,2.23,0.14,2.07
2020-06-22,6.42,6.43,6.61,6.35,84102,54324166.0,4.04,0.0,0.0,1.58
2020-06-23,6.41,6.49,6.54,6.3,87812,56336711.0,3.73,0.93,0.06,1.65
2020-06-24,6.48,6.4,6.48,6.36,47851,30644254.0,1.85,-1.39,-0.09,0.9
2020-06-29,6.36,6.26,6.38,6.25,49630,31329053.0,2.03,-2.19,-0.14,0.93
2020-06-30,6.36,6.45,6.57,6.28,98172,63493076.0,4.63,3.04,0.19,1.85
2020-07-01,6.5,6.55,6.55,6.44,79867,51972248.0,1.71,1.55,0.1,1.5
2020-07-02,6.6,7.21,7.21,6.57,284218,201128852.0,9.77,10.08,0.66,5.35
2020-07-03,7.5,7.31,7.9,7.0,512827,384866464.0,12.48,1.39,0.1,9.66
2020-07-06,7.22,7.59,7.77,7.22,434627,327095712.0,7.52,3.83,0.28,8.19
2020-07-07,7.5,7.65,7.94,7.45,440839,337252624.0,6.46,0.79,0.06,8.3
2020-07-08,7.56,8.01,8.1,7.46,422177,330767680.0,8.37,4.71,0.36,7.95
2020-07-09,7.95,8.24,8.81,7.85,435988,364629040.0,11.99,2.87,0.23,8.21
2020-07-10,8.18,8.74,8.91,8.11,469402,400881008.0,9.71,6.07,0.5,8.84
2020-07-13,8.89,8.89,8.95,8.27,441774,378487824.0,7.78,1.72,0.15,8.32
2020-07-14,8.69,8.27,8.84,8.03,308394,261138150.0,9.11,-6.97,-0.62,5.81
2020-07-15,8.28,7.79,8.43,7.75,238825,190618699.0,8.22,-5.8,-0.48,4.5
2020-07-16,7.77,7.31,7.86,7.22,178077,134108168.0,8.22,-6.16,-0.48,3.35
2020-07-17,7.35,7.42,7.51,7.29,126767,93910929.0,3.01,1.5,0.11,2.39
2020-07-20,7.4,7.64,7.65,7.4,132600,99884748.0,3.37,2.96,0.22,2.5
2020-07-21,7.57,7.52,7.65,7.42,112204,84296195.0,3.01,-1.57,-0.12,2.11
2020-07-22,7.52,7.61,7.83,7.43,143128,109310196.0,5.32,1.2,0.09,2.7
2020-07-23,7.52,7.75,7.89,7.31,180484,135875010.0,7.62,1.84,0.14,3.4
2020-07-24,7.6,7.24,7.63,7.2,145857,108329372.0,5.55,-6.58,-0.51,2.75
2020-07-27,7.21,7.05,7.28,6.99,89990,63740393.0,4.01,-2.62,-0.19,1.69
2020-07-28,7.11,7.07,7.14,7.01,59038,41661784.0,1.84,0.28,0.02,1.11
2020-07-29,7.07,7.18,7.18,6.96,75738,53783402.0,3.11,1.56,0.11,1.43
2020-07-30,7.2,7.2,7.29,7.09,93564,67328467.0,2.79,0.28,0.02,1.76
2020-07-31,7.19,7.22,7.28,7.14,81804,58943124.0,1.94,0.28,0.02,1.54
2020-08-03,7.24,7.41,7.47,7.24,108912,80187949.0,3.19,2.63,0.19,2.05
2020-08-04,7.39,7.49,7.67,7.25,158032,117456979.0,5.67,1.08,0.08,2.98
2020-08-05,7.39,7.37,7.43,7.29,97440,71662671.0,1.87,-1.6,-0.12,1.84
2020-08-06,7.4,7.29,7.49,7.24,64140,47053634.0,3.39,-1.09,-0.08,1.21
2020-08-07,7.27,7.33,7.4,7.22,75620,55211169.0,2.47,0.55,0.04,1.42
2020-08-10,7.3,7.39,7.49,7.23,78454,57692276.0,3.55,0.82,0.06,1.48
2020-08-11,7.39,7.34,7.56,7.31,103491,76975730.0,3.38,-0.68,-0.05,1.95
2020-08-12,7.3,7.22,7.33,7.11,71006,51123164.0,3.0,-1.63,-0.12,1.34
2020-08-13,7.24,7.24,7.29,7.21,50862,36882810.0,1.11,0.28,0.02,0.96
