日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,6.73,6.74,6.81,6.68,87223,58845549.0,1.95,1.2,0.08,0.87
2020-01-03,6.75,6.8,6.84,6.71,82073,55624948.0,1.93,0.89,0.06,0.82
2020-01-06,6.8,6.98,7.04,6.78,157211,109140444.0,3.82,2.65,0.18,1.57
2020-01-07,6.99,6.99,7.05,6.93,92048,64303881.0,1.72,0.14,0.01,0.92
2020-01-08,7.0,7.03,7.25,6.96,190685,135518175.0,4.15,0.57,0.04,1.91
2020-01-09,7.09,7.09,7.16,6.97,120296,84979839.0,2.7,0.85,0.06,1.2
2020-01-10,7.09,6.97,7.1,6.9,108705,75900266.0,2.82,-1.69,-0.12,1.09
2020-01-13,6.96,7.04,7.06,6.92,71768,50198337.0,2.01,1.0,0.07,0.72
2020-01-14,7.04,7.07,7.22,7.04,127026,90731992.0,2.56,0.43,0.03,1.27
2020-01-15,7.23,7.05,7.25,7.0,117785,83631504.0,3.54,-0.28,-0.02,1.18
2020-01-16,7.03,7.43,7.63,6.97,343289,252259033.0,9.36,5.39,0.38,3.43
2020-01-17,7.43,7.35,7.54,7.28,205335,152014648.0,3.5,-1.08,-0.08,2.05
2020-01-20,7.3,7.32,7.39,7.21,145538,106060348.0,2.45,-0.41,-0.03,1.45
2020-01-21,7.33,7.5,7.56,7.22,230793,171139159.0,4.64,2.46,0.18,2.31
2020-01-22,7.61,7.45,7.61,7.3,242365,180213331.0,4.13,-0.67,-0.05,2.42
2020-01-23,7.32,7.01,7.45,6.9,206863,147868208.0,7.38,-5.91,-0.44,2.07
2020-02-03,6.31,6.31,6.31,6.31,14914,9410734.0,0.0,-9.99,-0.7,0.15
2020-02-04,5.69,6.06,6.14,5.69,193511,116209236.0,7.13,-3.96,-0.25,1.93
2020-02-05,6.08,6.18,6.36,6.06,131023,81354092.0,4.95,1.98,0.12,1.31
2020-02-06,6.15,6.26,6.28,6.07,136970,84667777.0,3.4,1.29,0.08,1.37
2020-02-07,6.21,6.24,6.27,6.11,120095,74391974.0,2.56,-0.32,-0.02,1.2
2020-02-10,6.21,6.42,6.43,6.16,136940,86943884.0,4.33,2.88,0.18,1.37
2020-02-11,6.41,6.43,6.58,6.36,122195,79125153.0,3.43,0.16,0.01,1.22
2020-02-12,6.41,6.62,6.65,6.36,133284,87338853.0,4.51,2.95,0.19,1.33
2020-02-13,6.71,6.58,6.86,6.58,184585,123705678.0,4.23,-0.6,-0.04,1.84
2020-02-14,6.58,6.7,6.76,6.55,136190,90898600.0,3.19,1.82,0.12,1.36
2020-02-17,6.72,6.95,6.98,6.68,173081,118678098.0,4.48,3.73,0.25,1.73
2020-02-18,6.95,7.18,7.23,6.9,204256,145444749.0,4.75,3.31,0.23,2.04
2020-02-19,7.29,7.1,7.38,7.05,225312,161836468.0,4.6,-1.11,-0.08,2.25
2020-02-20,7.15,7.28,7.3,7.06,208572,149958456.0,3.38,2.54,0.18,2.08
2020-02-21,7.27,7.22,7.34,7.18,186059,134999463.0,2.2,-0.82,-0.06,1.86
2020-02-24,7.22,7.38,7.45,7.15,269889,196708960.0,4.16,2.22,0.16,2.7
2020-02-25,7.16,7.4,7.4,7.01,246264,177533214.0,5.28,0.27,0.02,2.46
2020-02-26,7.28,7.33,7.75,7.13,365170,271127344.0,8.38,-0.95,-0.07,3.65
2020-02-27,7.41,7.36,7.65,7.31,319238,238500827.0,4.64,0.41,0.03,3.19
2020-02-28,6.96,6.64,7.12,6.62,389847,265825071.0,6.79,-9.78,-0.72,3.9
2020-03-02,6.66,6.86,6.95,6.66,202582,138038981.0,4.37,3.31,0.22,2.02
2020-03-03,7.01,7.12,7.34,6.97,310125,222469144.0,5.39,3.79,0.26,3.1
2020-03-04,7.12,7.12,7.19,6.97,159405,112952459.0,3.09,0.0,0.0,1.59
2020-03-05,7.19,7.24,7.29,7.15,160156,115572793.0,1.97,1.69,0.12,1.6
2020-03-06,7.12,7.2,7.29,7.09,161848,116636739.0,2.76,-0.55,-0.04,1.62
2020-03-09,7.08,6.96,7.24,6.96,175997,124877374.0,3.89,-3.33,-0.24,1.76
2020-03-10,6.95,7.11,7.12,6.62,222030,153540081.0,7.18,2.16,0.15,2.22
2020-03-11,7.18,6.99,7.24,6.97,170680,121837462.0,3.8,-1.69,-0.12,1.71
2020-03-12,6.92,6.76,6.92,6.67,174060,118044968.0,3.58,-3.29,-0.23,1.74
2020-03-13,6.37,6.63,6.69,6.31,201919,130953442.0,5.62,-1.92,-0.13,2.02
2020-03-16,6.71,6.24,6.75,6.2,164219,106737972.0,8.3,-5.88,-0.39,1.64
2020-03-17,6.31,6.27,6.37,5.98,144422,89561713.0,6.25,0.48,0.03,1.44
2020-03-18,6.34,6.05,6.4,6.04,131597,82234485.0,5.74,-3.51,-0.22,1.31
2020-03-19,6.05,6.13,6.19,5.98,113543,69161111.0,3.47,1.32,0.08,1.13
2020-03-20,6.24,6.2,6.24,6.05,92093,56673830.0,3.1,1.14,0.07,0.92
2020-03-23,6.0,5.93,6.09,5.9,97985,58702802.0,3.06,-4.35,-0.27,0.98
2020-03-24,6.05,6.11,6.14,5.97,92314,55991174.0,2.87,3.04,0.18,0.92
2020-03-25,6.23,6.18,6.25,6.15,70096,43392841.0,1.64,1.15,0.07,0.7
2020-03-26,6.16,6.16,6.28,6.12,70697,43745517.0,2.59,-0.32,-0.02,0.71
2020-03-27,6.24,6.07,6.25,6.05,73612,45232878.0,3.25,-1.46,-0.09,0.74
2020-03-30,6.0,5.98,6.04,5.86,67797,40295913.0,2.97,-1.48,-0.09,0.68
2020-03-31,6.06,6.09,6.17,6.02,90073,55031279.0,2.51,1.84,0.11,0.9
2020-04-01,6.1,6.06,6.17,6.04,56349,34412231.0,2.13,-0.49,-0.03,0.56
2020-04-02,6.05,6.17,6.17,5.98,64762,39300870.0,3.14,1.82,0.11,0.65
2020-04-03,6.15,6.08,6.19,6.04,73443,44829732.0,2.43,-1.46,-0.09,0.73
2020-04-07,6.16,6.21,6.23,6.12,90165,55741160.0,1.81,2.14,0.13,0.9
2020-04-08,6.21,6.23,6.29,6.16,82360,51225035.0,2.09,0.32,0.02,0.82
2020-04-09,6.3,6.22,6.32,6.2,76123,47548749.0,1.93,-0.16,-0.01,0.76
2020-04-10,6.15,5.96,6.15,5.93,147107,88631509.0,3.54,-4.18,-0.26,1.47
2020-04-13,5.9,5.8,5.92,5.78,74537,43510462.0,2.35,-2.68,-0.16,0.74
2020-04-14,5.82,5.93,5.94,5.82,56039,33022404.0,2.07,2.24,0.13,0.56
