日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,4.68,4.75,4.78,4.64,214886,101443731.0,3.02,2.37,0.11,2.22
2020-01-03,4.74,4.77,4.8,4.7,165923,78744033.0,2.11,0.42,0.02,1.72
2020-01-06,4.72,4.95,5.08,4.7,574934,284482576.0,7.97,3.77,0.18,5.94
2020-01-07,4.97,5.07,5.13,4.97,534151,269679104.0,3.23,2.42,0.12,5.52
2020-01-08,5.1,5.1,5.32,5.03,684997,354753392.0,5.72,0.59,0.03,7.08
2020-01-09,5.19,5.21,5.29,5.13,577753,300971392.0,3.14,2.16,0.11,5.97
2020-01-10,5.2,5.1,5.22,5.01,432879,220636720.0,4.03,-2.11,-0.11,4.47
2020-01-13,5.14,5.15,5.23,5.08,308997,158888227.0,2.94,0.98,0.05,3.19
2020-01-14,5.2,5.32,5.55,5.18,719211,385491008.0,7.18,3.3,0.17,7.43
2020-01-15,5.31,5.25,5.41,5.18,397528,209778655.0,4.32,-1.32,-0.07,4.11
2020-01-16,5.01,4.73,5.01,4.73,818587,395174864.0,5.33,-9.9,-0.52,8.46
2020-01-17,4.73,4.62,4.78,4.58,356120,166165942.0,4.23,-2.33,-0.11,3.68
2020-01-20,4.61,4.65,4.68,4.57,250323,115607631.0,2.38,0.65,0.03,2.59
2020-01-21,4.62,4.49,4.62,4.44,290935,131249475.0,3.87,-3.44,-0.16,3.01
2020-01-22,4.48,4.56,4.62,4.38,265157,120037006.0,5.35,1.56,0.07,2.74
2020-01-23,4.49,4.35,4.57,4.25,293015,129047784.0,7.02,-4.61,-0.21,3.03
2020-02-03,3.92,3.92,4.0,3.92,129785,50937843.0,1.84,-9.89,-0.43,1.34
2020-02-04,4.07,4.31,4.31,3.98,447683,186641553.0,8.42,9.95,0.39,4.63
2020-02-05,4.5,4.57,4.67,4.4,553362,251959324.0,6.26,6.03,0.26,5.72
2020-02-06,4.46,4.85,4.98,4.4,700351,327535856.0,12.69,6.13,0.28,7.24
2020-02-07,4.86,5.1,5.25,4.86,827680,420920160.0,8.04,5.15,0.25,8.56
2020-02-10,5.5,5.1,5.5,4.98,742596,384658704.0,10.2,0.0,0.0,7.68
2020-02-11,4.97,4.83,5.04,4.77,546943,267080063.0,5.29,-5.29,-0.27,5.65
2020-02-12,4.83,5.11,5.18,4.78,678923,342211552.0,8.28,5.8,0.28,7.02
2020-02-13,5.05,5.01,5.18,5.0,472329,240121488.0,3.52,-1.96,-0.1,4.88
2020-02-14,5.08,4.89,5.08,4.86,426982,210294206.0,4.39,-2.4,-0.12,4.41
