日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,30.38,30.72,31.0,30.07,320889,984517840.0,3.09,2.06,0.62,2.49
2020-01-03,30.86,31.63,31.65,30.71,387058,1209217664.0,3.06,2.96,0.91,3.0
2020-01-06,31.5,31.36,31.75,30.93,333653,1045089968.0,2.59,-0.85,-0.27,2.59
2020-01-07,31.41,31.29,31.51,30.78,297197,922709360.0,2.33,-0.22,-0.07,2.31
2020-01-08,30.84,29.9,31.0,29.8,434364,1313874704.0,3.84,-4.44,-1.39,3.37
2020-01-09,30.13,32.0,32.16,30.13,706906,2220064768.0,6.79,7.02,2.1,5.48
2020-01-10,32.0,31.92,32.25,31.46,405377,1291808560.0,2.47,-0.25,-0.08,3.14
2020-01-13,31.92,32.87,32.99,31.7,498425,1616910672.0,4.04,2.98,0.95,3.87
2020-01-14,32.89,32.1,32.9,31.96,365790,1181916768.0,2.86,-2.34,-0.77,2.84
2020-01-15,32.05,32.23,32.33,31.75,241383,773452000.0,1.81,0.4,0.13,1.87
2020-01-16,32.19,32.06,32.65,31.53,329866,1057209248.0,3.48,-0.53,-0.17,2.56
2020-01-17,33.5,33.5,33.92,32.79,752962,2515902960.0,3.52,4.49,1.44,5.84
2020-01-20,33.5,35.17,36.08,33.21,635062,2201325488.0,8.57,4.99,1.67,4.93
2020-01-21,34.96,35.1,35.74,34.8,399295,1405096944.0,2.67,-0.2,-0.07,3.1
2020-01-22,34.9,36.35,36.66,34.47,522040,1859040224.0,6.24,3.56,1.25,4.05
2020-01-23,35.6,34.13,35.88,33.69,501792,1742610048.0,6.02,-6.11,-2.22,3.89
2020-02-03,30.72,32.1,32.7,30.72,733880,2327075296.0,5.8,-5.95,-2.03,5.69
2020-02-04,32.17,35.1,35.2,32.17,608953,2081500672.0,9.44,9.35,3.0,4.72
2020-02-05,35.55,36.17,37.85,35.55,645518,2351146736.0,6.55,3.05,1.07,5.01
2020-02-06,36.81,39.79,39.79,36.71,977690,3789524656.0,8.52,10.01,3.62,7.58
2020-02-07,41.18,43.77,43.77,40.79,1371648,5873370368.0,7.49,10.0,3.98,10.64
2020-02-10,44.78,42.91,44.78,41.0,1017773,4376007424.0,8.64,-1.96,-0.86,7.89
2020-02-11,43.5,43.2,43.64,41.8,660944,2819767344.0,4.29,0.68,0.29,5.13
2020-02-12,42.8,47.52,47.52,42.55,955385,4353289216.0,11.5,10.0,4.32,7.41
2020-02-13,48.2,47.91,49.57,46.28,936859,4513620480.0,6.92,0.82,0.39,7.27
2020-02-14,48.02,47.39,50.26,46.06,909630,4379586048.0,8.77,-1.09,-0.52,7.06
2020-02-17,47.39,48.16,48.47,46.78,747036,3554718608.0,3.57,1.62,0.77,5.79
2020-02-18,47.95,49.02,49.49,47.11,821681,3964963312.0,4.94,1.79,0.86,6.37
2020-02-19,48.31,46.9,48.68,46.78,740109,3521828336.0,3.88,-4.32,-2.12,5.74
2020-02-20,46.78,47.43,48.1,45.7,707353,3328887664.0,5.12,1.13,0.53,5.49
2020-02-21,47.46,48.15,49.46,47.13,809880,3931858304.0,4.91,1.52,0.72,6.28
