日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,4.9,4.91,4.95,4.89,77581,38108268.0,1.24,1.24,0.06,0.96
2020-01-03,4.93,4.9,4.95,4.88,62910,30912001.0,1.43,-0.2,-0.01,0.78
2020-01-06,4.9,4.88,4.97,4.82,77589,37965168.0,3.06,-0.41,-0.02,0.96
2020-01-07,4.92,5.01,5.04,4.91,82060,40882494.0,2.66,2.66,0.13,1.02
2020-01-08,4.98,4.9,5.01,4.89,73375,36242585.0,2.4,-2.2,-0.11,0.91
2020-01-09,4.94,4.94,4.99,4.91,43778,21666939.0,1.63,0.82,0.04,0.54
2020-01-10,4.93,4.88,4.94,4.87,45550,22299739.0,1.42,-1.21,-0.06,0.56
2020-01-13,4.9,4.9,4.9,4.85,39324,19189513.0,1.02,0.41,0.02,0.49
2020-01-14,4.9,4.88,4.92,4.87,40921,20020046.0,1.02,-0.41,-0.02,0.51
2020-01-15,4.89,4.8,4.89,4.77,62161,29898730.0,2.46,-1.64,-0.08,0.77
2020-01-16,4.82,4.71,4.83,4.69,64874,30788405.0,2.92,-1.88,-0.09,0.8
2020-01-17,4.73,4.7,4.76,4.68,57114,26918595.0,1.7,-0.21,-0.01,0.71
2020-01-20,4.69,4.75,4.75,4.64,48674,22885560.0,2.34,1.06,0.05,0.6
2020-01-21,4.75,4.63,4.75,4.62,54453,25453112.0,2.74,-2.53,-0.12,0.68
2020-01-22,4.61,4.66,4.67,4.54,46211,21355786.0,2.81,0.65,0.03,0.57
2020-01-23,4.62,4.47,4.65,4.44,69729,31598486.0,4.51,-4.08,-0.19,0.86
2020-02-03,4.02,4.02,4.02,4.02,17267,6941334.0,0.0,-10.07,-0.45,0.21
2020-02-04,3.68,3.86,3.95,3.67,140732,54168344.0,6.97,-3.98,-0.16,1.67
2020-02-05,3.9,4.1,4.15,3.87,152280,61438247.0,7.25,6.22,0.24,1.8
2020-02-06,4.2,4.51,4.51,4.11,132308,57127281.0,9.76,10.0,0.41,1.57
2020-02-07,4.66,4.73,4.94,4.52,370064,173932121.0,9.31,4.88,0.22,4.38
2020-02-10,4.61,4.48,4.79,4.46,205446,93690581.0,6.98,-5.29,-0.25,2.43
2020-02-11,4.47,4.35,4.47,4.31,151898,66210206.0,3.57,-2.9,-0.13,1.8
2020-02-12,4.32,4.39,4.41,4.31,82064,35756650.0,2.3,0.92,0.04,0.97
2020-02-13,4.37,4.33,4.39,4.32,56201,24409524.0,1.59,-1.37,-0.06,0.67
2020-02-14,4.32,4.3,4.35,4.28,57941,24939884.0,1.62,-0.69,-0.03,0.69
2020-02-17,4.31,4.39,4.4,4.31,71083,30989037.0,2.09,2.09,0.09,0.84
2020-02-18,4.39,4.42,4.43,4.37,78035,34348880.0,1.37,0.68,0.03,0.92
2020-02-19,4.43,4.4,4.43,4.37,65062,28614274.0,1.36,-0.45,-0.02,0.77
2020-02-20,4.39,4.41,4.42,4.34,124649,54603504.0,1.82,0.23,0.01,1.48
2020-02-21,4.4,4.37,4.44,4.36,159505,70036384.0,1.81,-0.91,-0.04,1.89
2020-02-24,4.4,4.56,4.56,4.38,237891,106178684.0,4.12,4.35,0.19,2.82
2020-02-25,4.48,4.49,4.57,4.36,197819,88639608.0,4.61,-1.54,-0.07,2.34
2020-02-26,4.46,4.66,4.93,4.38,368455,172581056.0,12.25,3.79,0.17,4.36
2020-02-27,4.6,4.78,4.78,4.53,286348,133132750.0,5.36,2.58,0.12,3.39
2020-02-28,4.67,5.1,5.26,4.61,970145,494199776.0,13.6,6.69,0.32,11.49
2020-03-02,4.95,5.49,5.56,4.9,1116452,587270864.0,12.94,7.65,0.39,13.23
2020-03-03,5.35,5.26,5.46,5.22,748969,398800800.0,4.37,-4.19,-0.23,8.87
2020-03-04,5.17,5.21,5.32,5.1,445451,231185272.0,4.18,-0.95,-0.05,5.28
2020-03-05,5.26,5.1,5.27,5.03,450334,230358859.0,4.61,-2.11,-0.11,5.33
2020-03-06,5.04,5.13,5.27,5.03,377156,195064386.0,4.71,0.59,0.03,4.47
2020-03-09,5.06,4.88,5.18,4.88,375878,188759169.0,5.85,-4.87,-0.25,4.45
2020-03-10,4.8,4.93,4.98,4.65,295174,142247664.0,6.76,1.02,0.05,3.5
2020-03-11,4.92,4.91,5.04,4.85,250051,123752497.0,3.85,-0.41,-0.02,2.96
2020-03-12,4.93,5.31,5.4,4.9,785646,408225120.0,10.18,8.15,0.4,9.31
2020-03-13,4.99,5.02,5.19,4.9,514851,259382417.0,5.46,-5.46,-0.29,6.1
2020-03-16,5.08,4.69,5.14,4.69,352693,173401340.0,8.96,-6.57,-0.33,4.18
2020-03-17,4.57,4.38,4.7,4.26,365513,160845099.0,9.38,-6.61,-0.31,4.33
