日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,4.83,4.83,4.91,4.81,645015,313418176.0,2.09,1.05,0.05,1.53
2020-01-03,4.84,4.79,4.85,4.78,322918,155579934.0,1.45,-0.83,-0.04,0.76
2020-01-06,4.79,4.71,4.79,4.69,513270,243284110.0,2.09,-1.67,-0.08,1.22
2020-01-07,4.75,4.9,4.9,4.73,825494,399678192.0,3.61,4.03,0.19,1.96
2020-01-08,4.87,4.77,4.89,4.76,526937,254361122.0,2.65,-2.65,-0.13,1.25
2020-01-09,4.82,4.83,4.87,4.8,343393,165727464.0,1.47,1.26,0.06,0.81
2020-01-10,4.86,4.91,4.96,4.83,596777,293018560.0,2.69,1.66,0.08,1.41
2020-01-13,4.92,4.96,4.97,4.88,413325,203877202.0,1.83,1.02,0.05,0.98
2020-01-14,4.99,5.0,5.06,4.97,467036,234407943.0,1.81,0.81,0.04,1.11
2020-01-15,5.0,4.93,5.02,4.91,352192,173995828.0,2.2,-1.4,-0.07,0.83
2020-01-16,4.94,4.88,4.97,4.87,311242,152904680.0,2.03,-1.01,-0.05,0.74
2020-01-17,4.85,4.81,4.89,4.78,373506,180421111.0,2.25,-1.43,-0.07,0.88
2020-01-20,4.8,4.8,4.81,4.73,335511,160204691.0,1.66,-0.21,-0.01,0.79
2020-01-21,4.76,4.61,4.77,4.6,507085,235720011.0,3.54,-3.96,-0.19,1.2
2020-01-22,4.6,4.61,4.65,4.5,358782,163927205.0,3.25,0.0,0.0,0.85
2020-01-23,4.54,4.43,4.59,4.38,440133,197544224.0,4.56,-3.9,-0.18,1.04
2020-02-03,3.99,3.99,4.04,3.99,384234,153554267.0,1.13,-9.93,-0.44,0.91
2020-02-04,3.92,4.04,4.08,3.92,522091,209438154.0,4.01,1.25,0.05,1.24
2020-02-05,3.99,4.05,4.14,3.98,567513,230318182.0,3.96,0.25,0.01,1.34
2020-02-06,4.06,4.07,4.08,4.0,609563,246177362.0,1.98,0.49,0.02,1.44
2020-02-07,4.05,4.04,4.05,4.01,430039,173200571.0,0.98,-0.74,-0.03,1.02
2020-02-10,4.01,4.16,4.19,3.99,662531,272015072.0,4.95,2.97,0.12,1.57
2020-02-11,4.18,4.22,4.44,4.18,992298,424927488.0,6.25,1.44,0.06,2.35
2020-02-12,4.17,4.23,4.23,4.12,600270,249952747.0,2.61,0.24,0.01,1.42
