day,open,high,low,close,volume
2024-05-21 13:44:00,7.19,7.19,7.18,7.19,18500
2024-05-21 13:45:00,7.19,7.19,7.19,7.19,5700
2024-05-21 13:46:00,7.19,7.19,7.17,7.18,125100
2024-05-21 13:47:00,7.17,7.18,7.17,7.17,21500
2024-05-21 13:48:00,7.18,7.18,7.17,7.18,13700
2024-05-21 13:49:00,7.17,7.18,7.17,7.18,2700
2024-05-21 13:50:00,7.17,7.18,7.17,7.18,5600
2024-05-21 13:51:00,7.17,7.18,7.17,7.17,6600
2024-05-21 13:52:00,7.17,7.18,7.16,7.16,85800
2024-05-21 13:53:00,7.16,7.17,7.16,7.16,19700
2024-05-21 13:54:00,7.16,7.17,7.16,7.16,81800
2024-05-21 13:55:00,7.16,7.17,7.16,7.17,9700
2024-05-21 13:56:00,7.16,7.16,7.16,7.16,4600
2024-05-21 13:57:00,7.16,7.18,7.16,7.18,130700
2024-05-21 13:58:00,7.17,7.17,7.16,7.16,4000
2024-05-21 13:59:00,7.17,7.17,7.16,7.17,3400
2024-05-21 14:00:00,7.17,7.17,7.16,7.17,10800
2024-05-21 14:01:00,7.16,7.16,7.16,7.16,9800
2024-05-21 14:02:00,7.16,7.16,7.16,7.16,1200
2024-05-21 14:03:00,7.17,7.17,7.16,7.16,19100
2024-05-21 14:04:00,7.17,7.17,7.16,7.16,6900
2024-05-21 14:05:00,7.17,7.17,7.16,7.17,6400
2024-05-21 14:06:00,7.17,7.18,7.16,7.18,37100
2024-05-21 14:07:00,7.17,7.18,7.17,7.17,30000
2024-05-21 14:08:00,7.18,7.18,7.16,7.17,28600
2024-05-21 14:09:00,7.17,7.18,7.16,7.16,11900
2024-05-21 14:10:00,7.18,7.18,7.16,7.17,27200
2024-05-21 14:11:00,7.17,7.17,7.17,7.17,16900
2024-05-21 14:12:00,7.17,7.17,7.16,7.17,38500
2024-05-21 14:13:00,7.17,7.17,7.17,7.17,6000
2024-05-21 14:14:00,7.17,7.17,7.17,7.17,10900
2024-05-21 14:15:00,7.16,7.17,7.16,7.17,52800
2024-05-21 14:16:00,7.17,7.18,7.16,7.16,16300
2024-05-21 14:17:00,7.17,7.17,7.16,7.17,31400
2024-05-21 14:18:00,7.17,7.17,7.16,7.17,22500
2024-05-21 14:19:00,7.17,7.18,7.16,7.16,53200
2024-05-21 14:20:00,7.16,7.17,7.16,7.17,19100
2024-05-21 14:21:00,7.17,7.17,7.16,7.16,48900
2024-05-21 14:22:00,7.16,7.16,7.15,7.15,185800
2024-05-21 14:23:00,7.16,7.16,7.15,7.16,58300
2024-05-21 14:24:00,7.16,7.17,7.15,7.17,40100
2024-05-21 14:25:00,7.17,7.17,7.16,7.17,13400
2024-05-21 14:26:00,7.17,7.17,7.16,7.17,11100
2024-05-21 14:27:00,7.17,7.18,7.17,7.18,29000
2024-05-21 14:28:00,7.18,7.19,7.18,7.19,24200
2024-05-21 14:29:00,7.19,7.19,7.18,7.19,20500
2024-05-21 14:30:00,7.19,7.19,7.18,7.19,12000
2024-05-21 14:31:00,7.18,7.19,7.18,7.19,11000
2024-05-21 14:32:00,7.19,7.19,7.18,7.19,8000
2024-05-21 14:33:00,7.19,7.19,7.18,7.19,2200
2024-05-21 14:34:00,7.19,7.19,7.18,7.19,5200
2024-05-21 14:35:00,7.19,7.2,7.19,7.2,42600
2024-05-21 14:36:00,7.2,7.2,7.19,7.19,20500
2024-05-21 14:37:00,7.19,7.19,7.18,7.18,8000
2024-05-21 14:38:00,7.19,7.19,7.19,7.19,400
2024-05-21 14:39:00,7.18,7.19,7.18,7.18,24300
2024-05-21 14:40:00,7.18,7.19,7.18,7.19,500
2024-05-21 14:41:00,7.18,7.19,7.18,7.19,26100
2024-05-21 14:42:00,7.19,7.19,7.18,7.19,53700
2024-05-21 14:43:00,7.18,7.19,7.18,7.19,26100
2024-05-21 14:44:00,7.18,7.19,7.18,7.19,29000
2024-05-21 14:45:00,7.19,7.2,7.18,7.19,11400
2024-05-21 14:46:00,7.19,7.19,7.18,7.18,36500
2024-05-21 14:47:00,7.18,7.18,7.17,7.18,11900
2024-05-21 14:48:00,7.18,7.18,7.17,7.17,10200
2024-05-21 14:49:00,7.18,7.18,7.16,7.17,33600
2024-05-21 14:50:00,7.17,7.18,7.16,7.16,49300
2024-05-21 14:51:00,7.18,7.18,7.17,7.17,11500
2024-05-21 14:52:00,7.17,7.18,7.17,7.17,40100
2024-05-21 14:53:00,7.18,7.18,7.17,7.17,12300
2024-05-21 14:54:00,7.18,7.18,7.17,7.17,57000
2024-05-21 14:55:00,7.17,7.19,7.17,7.18,22500
2024-05-21 14:56:00,7.19,7.19,7.18,7.19,50300
2024-05-21 14:57:00,7.19,7.19,7.18,7.18,22800
2024-05-21 15:00:00,7.19,7.19,7.19,7.19,110000
2024-05-22 09:31:00,7.25,7.25,7.17,7.17,210200
2024-05-22 09:32:00,7.18,7.19,7.16,7.17,124000
2024-05-22 09:33:00,7.17,7.17,7.14,7.16,111400
2024-05-22 09:34:00,7.16,7.19,7.16,7.19,35900
2024-05-22 09:35:00,7.19,7.2,7.18,7.2,28000
2024-05-22 09:36:00,7.2,7.22,7.2,7.22,25600
2024-05-22 09:37:00,7.21,7.22,7.2,7.21,75400
2024-05-22 09:38:00,7.22,7.22,7.19,7.19,39300
2024-05-22 09:39:00,7.2,7.2,7.18,7.18,29100
2024-05-22 09:40:00,7.19,7.2,7.19,7.19,24800
2024-05-22 09:41:00,7.19,7.2,7.19,7.2,14400
2024-05-22 09:42:00,7.2,7.23,7.2,7.22,76700
2024-05-22 09:43:00,7.22,7.23,7.21,7.21,36000
2024-05-22 09:44:00,7.21,7.22,7.2,7.21,29300
2024-05-22 09:45:00,7.21,7.22,7.21,7.21,11700
