day,open,high,low,close,volume
2024-05-21 13:46:00,5.93,5.94,5.92,5.92,29600
2024-05-21 13:47:00,5.92,5.93,5.92,5.93,107800
2024-05-21 13:48:00,5.93,5.93,5.92,5.92,5800
2024-05-21 13:49:00,5.93,5.93,5.92,5.92,9600
2024-05-21 13:50:00,5.93,5.93,5.93,5.93,18100
2024-05-21 13:51:00,5.93,5.93,5.92,5.92,39000
2024-05-21 13:52:00,5.93,5.93,5.92,5.92,9000
2024-05-21 13:53:00,5.93,5.93,5.92,5.92,5300
2024-05-21 13:54:00,5.92,5.93,5.91,5.91,248800
2024-05-21 13:55:00,5.91,5.92,5.91,5.91,23700
2024-05-21 13:56:00,5.91,5.92,5.91,5.91,28100
2024-05-21 13:57:00,5.92,5.92,5.91,5.92,46800
2024-05-21 13:58:00,5.92,5.93,5.91,5.91,35300
2024-05-21 13:59:00,5.92,5.92,5.91,5.92,14700
2024-05-21 14:00:00,5.91,5.92,5.91,5.92,5000
2024-05-21 14:01:00,5.92,5.92,5.91,5.91,17500
2024-05-21 14:02:00,5.91,5.92,5.91,5.91,38500
2024-05-21 14:03:00,5.92,5.92,5.91,5.91,61000
2024-05-21 14:04:00,5.91,5.91,5.91,5.91,9300
2024-05-21 14:05:00,5.91,5.92,5.91,5.91,23600
2024-05-21 14:06:00,5.91,5.92,5.91,5.91,3800
2024-05-21 14:07:00,5.91,5.91,5.91,5.91,121400
2024-05-21 14:08:00,5.91,5.92,5.9,5.91,30500
2024-05-21 14:09:00,5.91,5.91,5.9,5.9,120800
2024-05-21 14:10:00,5.91,5.91,5.9,5.91,420300
2024-05-21 14:11:00,5.9,5.91,5.9,5.9,28100
2024-05-21 14:12:00,5.9,5.91,5.9,5.9,28800
2024-05-21 14:13:00,5.91,5.91,5.9,5.9,90000
2024-05-21 14:14:00,5.9,5.91,5.89,5.9,41400
2024-05-21 14:15:00,5.9,5.9,5.9,5.9,49200
2024-05-21 14:16:00,5.9,5.91,5.89,5.89,31500
2024-05-21 14:17:00,5.89,5.9,5.89,5.89,8000
2024-05-21 14:18:00,5.9,5.9,5.89,5.89,6400
2024-05-21 14:19:00,5.89,5.9,5.89,5.9,34600
2024-05-21 14:20:00,5.89,5.9,5.89,5.89,66000
2024-05-21 14:21:00,5.9,5.9,5.89,5.89,100600
2024-05-21 14:22:00,5.89,5.9,5.87,5.88,445100
2024-05-21 14:23:00,5.88,5.89,5.88,5.88,221500
2024-05-21 14:24:00,5.89,5.9,5.88,5.89,127800
2024-05-21 14:25:00,5.89,5.89,5.88,5.89,36300
2024-05-21 14:26:00,5.9,5.9,5.89,5.9,127400
2024-05-21 14:27:00,5.89,5.9,5.89,5.9,4600
2024-05-21 14:28:00,5.89,5.9,5.89,5.9,4200
2024-05-21 14:29:00,5.89,5.9,5.89,5.9,3300
2024-05-21 14:30:00,5.9,5.9,5.89,5.89,12600
2024-05-21 14:31:00,5.9,5.9,5.89,5.89,117200
2024-05-21 14:32:00,5.9,5.9,5.89,5.9,67500
2024-05-21 14:33:00,5.9,5.91,5.89,5.89,54600
2024-05-21 14:34:00,5.89,5.9,5.89,5.9,2000
2024-05-21 14:35:00,5.9,5.91,5.9,5.91,56500
2024-05-21 14:36:00,5.91,5.91,5.9,5.91,78900
2024-05-21 14:37:00,5.91,5.91,5.9,5.9,17500
2024-05-21 14:38:00,5.91,5.91,5.91,5.91,2100
2024-05-21 14:39:00,5.91,5.91,5.9,5.91,4300
2024-05-21 14:40:00,5.9,5.91,5.9,5.91,29700
2024-05-21 14:41:00,5.91,5.91,5.9,5.9,54200
2024-05-21 14:42:00,5.91,5.91,5.87,5.87,477300
2024-05-21 14:43:00,5.89,5.9,5.89,5.89,35100
