day,open,high,low,close,volume
2024-05-21 13:42:00,4.52,4.52,4.51,4.51,20000
2024-05-21 13:43:00,4.51,4.52,4.51,4.51,9600
2024-05-21 13:44:00,4.52,4.52,4.51,4.51,31700
2024-05-21 13:45:00,4.51,4.52,4.51,4.51,7700
2024-05-21 13:46:00,4.52,4.52,4.51,4.52,6100
2024-05-21 13:47:00,4.52,4.52,4.51,4.52,30100
2024-05-21 13:48:00,4.52,4.52,4.51,4.52,45100
2024-05-21 13:49:00,4.52,4.52,4.51,4.51,5500
2024-05-21 13:50:00,4.52,4.52,4.51,4.51,1100
2024-05-21 13:51:00,4.51,4.52,4.51,4.51,12500
2024-05-21 13:52:00,4.51,4.51,4.5,4.5,449600
2024-05-21 13:53:00,4.5,4.51,4.5,4.51,5200
2024-05-21 13:54:00,4.51,4.51,4.5,4.51,11400
2024-05-21 13:55:00,4.51,4.51,4.5,4.51,23900
2024-05-21 13:56:00,4.51,4.51,4.5,4.51,51900
2024-05-21 13:57:00,4.51,4.51,4.5,4.5,4700
2024-05-21 13:58:00,4.51,4.51,4.5,4.5,12800
2024-05-21 13:59:00,4.5,4.5,4.5,4.5,2100
2024-05-21 14:00:00,4.5,4.51,4.5,4.51,29900
2024-05-21 14:01:00,4.51,4.51,4.51,4.51,3900
2024-05-21 14:02:00,4.5,4.5,4.5,4.5,373900
2024-05-21 14:03:00,4.5,4.51,4.5,4.51,298700
2024-05-21 14:04:00,4.5,4.5,4.49,4.49,69300
2024-05-21 14:05:00,4.49,4.5,4.49,4.5,19800
2024-05-21 14:06:00,4.49,4.5,4.49,4.49,47600
2024-05-21 14:07:00,4.49,4.5,4.49,4.5,14600
2024-05-21 14:08:00,4.5,4.5,4.49,4.5,18600
2024-05-21 14:09:00,4.5,4.51,4.5,4.51,57500
2024-05-21 14:10:00,4.51,4.51,4.5,4.51,104800
2024-05-21 14:11:00,4.5,4.51,4.5,4.51,9100
2024-05-21 14:12:00,4.5,4.5,4.5,4.5,86200
2024-05-21 14:13:00,4.5,4.5,4.49,4.5,16300
2024-05-21 14:14:00,4.49,4.5,4.49,4.5,55400
2024-05-21 14:15:00,4.5,4.5,4.49,4.5,5800
2024-05-21 14:16:00,4.49,4.5,4.49,4.5,20800
2024-05-21 14:17:00,4.5,4.5,4.49,4.5,29900
2024-05-21 14:18:00,4.5,4.5,4.49,4.49,6300
2024-05-21 14:19:00,4.5,4.5,4.49,4.5,10100
2024-05-21 14:20:00,4.49,4.49,4.49,4.49,2800
2024-05-21 14:21:00,4.49,4.49,4.49,4.49,9700
2024-05-21 14:22:00,4.49,4.5,4.49,4.49,10800
2024-05-21 14:23:00,4.49,4.5,4.49,4.49,21700
2024-05-21 14:24:00,4.49,4.5,4.49,4.49,7500
2024-05-21 14:25:00,4.49,4.5,4.49,4.49,13600
2024-05-21 14:26:00,4.5,4.5,4.49,4.5,26000
2024-05-21 14:27:00,4.5,4.5,4.49,4.5,15100
2024-05-21 14:28:00,4.5,4.5,4.49,4.5,5800
2024-05-21 14:29:00,4.5,4.5,4.49,4.5,11800
2024-05-21 14:30:00,4.5,4.5,4.49,4.5,15100
2024-05-21 14:31:00,4.5,4.5,4.49,4.49,8500
2024-05-21 14:32:00,4.5,4.5,4.49,4.5,83000
2024-05-21 14:33:00,4.49,4.5,4.49,4.5,38300
2024-05-21 14:34:00,4.5,4.5,4.49,4.5,27200
2024-05-21 14:35:00,4.5,4.5,4.5,4.5,97200
2024-05-21 14:36:00,4.5,4.51,4.5,4.5,25300
2024-05-21 14:37:00,4.5,4.51,4.5,4.51,34900
2024-05-21 14:38:00,4.5,4.51,4.5,4.5,7600
2024-05-21 14:39:00,4.5,4.51,4.5,4.5,39900
2024-05-21 14:40:00,4.5,4.51,4.5,4.51,9100
2024-05-21 14:41:00,4.51,4.51,4.5,4.51,11800
2024-05-21 14:42:00,4.5,4.51,4.5,4.51,17300
2024-05-21 14:43:00,4.51,4.51,4.5,4.5,17900
2024-05-21 14:44:00,4.51,4.51,4.5,4.51,6000
2024-05-21 14:45:00,4.5,4.51,4.5,4.5,7700
2024-05-21 14:46:00,4.5,4.51,4.5,4.51,72400
2024-05-21 14:47:00,4.5,4.51,4.5,4.5,17400
2024-05-21 14:48:00,4.51,4.51,4.5,4.51,25400
2024-05-21 14:49:00,4.51,4.51,4.5,4.51,52300
2024-05-21 14:50:00,4.5,4.51,4.5,4.51,51000
2024-05-21 14:51:00,4.51,4.51,4.5,4.51,143400
2024-05-21 14:52:00,4.51,4.51,4.5,4.51,79100
2024-05-21 14:53:00,4.51,4.51,4.5,4.5,38400
2024-05-21 14:54:00,4.5,4.51,4.5,4.5,64200
2024-05-21 14:55:00,4.51,4.51,4.5,4.5,144400
2024-05-21 14:56:00,4.51,4.51,4.5,4.51,68900
2024-05-21 14:57:00,4.5,4.52,4.5,4.52,67772
2024-05-21 15:00:00,4.51,4.51,4.51,4.51,167200
2024-05-22 09:31:00,4.52,4.53,4.5,4.5,149560
2024-05-22 09:32:00,4.5,4.5,4.48,4.48,148500
2024-05-22 09:33:00,4.48,4.51,4.48,4.49,505700
2024-05-22 09:34:00,4.5,4.52,4.49,4.52,174400
2024-05-22 09:35:00,4.52,4.53,4.52,4.53,67900
2024-05-22 09:36:00,4.53,4.53,4.51,4.51,80400
2024-05-22 09:37:00,4.52,4.52,4.51,4.51,9600
